TYPE,SET,EIO,i7,oligo_reads,total_oligo_reads,perc_reads,predicted_perc_contam
T,Set1,13,28,0,622116,0.0,0.0
T,Set1,14,28,0,666038,0.0,0.0
T,Set1,15,28,0,700503,0.0,0.0
T,Set1,16,28,5,659421,0.0,0.0
T,Set1,17,28,0,649326,0.0,0.0
T,Set1,18,28,0,419022,0.0,0.0
T,Set1,19,28,0,632509,0.0,0.0
T,Set1,20,28,8,1069884,0.0,0.0
T,Set1,21,28,13,601771,0.0,0.0
T,Set1,22,28,0,557655,0.0,0.0
T,Set1,23,28,1,667898,0.0,0.0
T,Set1,24,28,0,575151,0.0,0.0
T,Set1,25,28,0,469824,0.0,0.0
T,Set1,26,28,0,680819,0.0,0.0
T,Set1,27,28,0,497186,0.0,0.0
T,Set1,29,28,67,618673,0.01,0.01
T,Set1,30,28,0,586235,0.0,0.0
T,Set1,31,28,3,636966,0.0,0.0
T,Set1,32,28,0,823799,0.0,0.0
T,Set1,33,28,0,430433,0.0,0.0
T,Set1,34,28,0,485391,0.0,0.0
T,Set1,35,28,0,675415,0.0,0.0
T,Set1,36,28,0,388948,0.0,0.0
T,Set1,37,28,1,714834,0.0,0.0
T,Set1,38,28,0,502888,0.0,0.0
T,Set1,39,28,0,746041,0.0,0.0
T,Set1,40,28,0,844512,0.0,0.0
T,Set1,41,28,0,701472,0.0,0.0
T,Set1,42,28,0,647029,0.0,0.0
T,Set1,43,28,0,764250,0.0,0.0
T,Set1,44,28,1,877203,0.0,0.0
T,Set1,45,28,0,657348,0.0,0.0
T,Set1,46,28,0,595681,0.0,0.0
T,Set1,47,28,0,698829,0.0,0.0
T,Set1,48,28,4,621626,0.0,0.0
T,Set2,01,28,0,740984,0.0,0.0
T,Set2,02,28,0,600903,0.0,0.0
T,Set2,03,28,0,822180,0.0,0.0
T,Set2,04,28,1,726253,0.0,0.0
T,Set2,05,28,0,635437,0.0,0.0
T,Set2,06,28,0,702965,0.0,0.0
T,Set2,07,28,6,675264,0.0,0.0
T,Set2,08,28,0,681144,0.0,0.0
T,Set2,09,28,0,436090,0.0,0.0
T,Set2,10,28,0,608769,0.0,0.0
T,Set2,11,28,0,604342,0.0,0.0
T,Set2,12,28,1,509207,0.0,0.0
T,Set2,13,28,0,684694,0.0,0.0
T,Set2,14,28,1,630317,0.0,0.0
T,Set2,15,28,0,713571,0.0,0.0
T,Set2,16,28,3,832532,0.0,0.0
T,Set2,17,28,0,723550,0.0,0.0
T,Set2,18,28,0,607535,0.0,0.0
T,Set2,19,28,0,698680,0.0,0.0
T,Set2,20,28,4,746124,0.0,0.0
T,Set2,21,28,13,662683,0.0,0.0
T,Set2,22,28,0,650959,0.0,0.0
T,Set2,23,28,1,533017,0.0,0.0
T,Set2,24,28,0,1028315,0.0,0.0
T,Set2,25,28,1,435456,0.0,0.0
T,Set2,26,28,0,583985,0.0,0.0
T,Set2,27,28,0,686104,0.0,0.0
T,Set2,29,28,72,675368,0.01,0.01
T,Set2,30,28,0,614920,0.0,0.0
T,Set2,31,28,2,508552,0.0,0.0
T,Set2,32,28,0,624430,0.0,0.0
T,Set2,33,28,0,731377,0.0,0.0
T,Set2,34,28,0,666456,0.0,0.0
T,Set2,35,28,0,695550,0.0,0.0
T,Set2,36,28,0,533522,0.0,0.0
T,Set2,37,28,1,607904,0.0,0.0
T,Set2,38,28,0,590492,0.0,0.0
T,Set2,39,28,0,693329,0.0,0.0
T,Set2,40,28,0,981346,0.0,0.0
T,Set2,41,28,0,682417,0.0,0.0
T,Set2,42,28,0,765278,0.0,0.0
T,Set2,43,28,0,880597,0.0,0.0
T,Set2,44,28,0,588955,0.0,0.0
T,Set2,45,28,0,504454,0.0,0.0
T,Set2,46,28,1,810745,0.0,0.0
T,Set2,47,28,0,729430,0.0,0.0
T,Set2,48,28,0,626537,0.0,0.0
T,Set3,01,28,0,522736,0.0,0.0
T,Set3,02,28,0,376922,0.0,0.0
T,Set3,03,28,0,471901,0.0,0.0
T,Set3,04,28,2,613745,0.0,0.0
T,Set3,05,28,0,471595,0.0,0.0
T,Set3,06,28,0,510063,0.0,0.0
T,Set3,07,28,2,322190,0.0,0.0
T,Set3,08,28,0,565743,0.0,0.0
T,Set3,09,28,0,535432,0.0,0.0
T,Set3,10,28,0,482710,0.0,0.0
T,Set3,11,28,0,402646,0.0,0.0
T,Set3,12,28,5,774122,0.0,0.0
T,Set3,13,28,0,356470,0.0,0.0
T,Set3,14,28,0,689051,0.0,0.0
T,Set3,15,28,0,755904,0.0,0.0
T,Set3,16,28,4,589942,0.0,0.0
T,Set3,17,28,0,481073,0.0,0.0
T,Set3,18,28,0,604560,0.0,0.0
T,Set3,19,28,1,709057,0.0,0.0
T,Set3,20,28,2,628477,0.0,0.0
T,Set3,21,28,6,480165,0.0,0.0
T,Set3,22,28,1,455809,0.0,0.0
T,Set3,23,28,2,600018,0.0,0.0
T,Set3,24,28,1,635161,0.0,0.0
T,Set3,25,28,0,284795,0.0,0.0
T,Set3,26,28,0,575463,0.0,0.0
T,Set3,27,28,0,450234,0.0,0.0
T,Set3,29,28,22,407463,0.01,0.01
T,Set3,30,28,0,333803,0.0,0.0
T,Set3,31,28,2,626498,0.0,0.0
T,Set3,32,28,0,680767,0.0,0.0
T,Set3,33,28,0,461972,0.0,0.0
T,Set3,34,28,0,572614,0.0,0.0
T,Set3,35,28,0,307460,0.0,0.0
T,Set3,36,28,0,396936,0.0,0.0
T,Set3,37,28,2,378078,0.0,0.0
T,Set3,38,28,0,443384,0.0,0.0
T,Set3,39,28,0,511738,0.0,0.0
T,Set3,40,28,0,673086,0.0,0.0
T,Set3,41,28,1,679858,0.0,0.0
T,Set3,42,28,0,406050,0.0,0.0
T,Set3,43,28,0,538908,0.0,0.0
T,Set3,44,28,0,426884,0.0,0.0
T,Set3,45,28,0,380410,0.0,0.0
T,Set3,46,28,0,521870,0.0,0.0
T,Set3,47,28,0,613812,0.0,0.0
T,Set3,48,28,0,698162,0.0,0.0
T,Set1,01,41,0,681223,0.0,0.0
T,Set1,02,41,0,559349,0.0,0.0
T,Set1,03,41,0,694455,0.0,0.0
T,Set1,04,41,1,584755,0.0,0.0
T,Set1,05,41,0,693708,0.0,0.0
T,Set1,06,41,0,652522,0.0,0.0
T,Set1,07,41,1,661860,0.0,0.0
T,Set1,08,41,0,697079,0.0,0.0
T,Set1,09,41,2,722325,0.0,0.0
T,Set1,10,41,1,819362,0.0,0.0
T,Set1,11,41,11,666345,0.0,0.0
T,Set1,12,41,11,508394,0.0,0.0
T,Set1,13,41,2,622116,0.0,0.0
T,Set1,14,41,2,666038,0.0,0.0
T,Set1,15,41,0,700503,0.0,0.0
T,Set1,16,41,0,659421,0.0,0.0
T,Set1,17,41,0,649326,0.0,0.0
T,Set1,18,41,0,419022,0.0,0.0
T,Set1,19,41,0,632509,0.0,0.0
T,Set1,20,41,0,1069884,0.0,0.0
T,Set1,21,41,0,601771,0.0,0.0
T,Set1,22,41,0,557655,0.0,0.0
T,Set1,23,41,0,667898,0.0,0.0
T,Set1,24,41,0,575151,0.0,0.0
T,Set1,25,41,2,469824,0.0,0.0
T,Set1,26,41,0,680819,0.0,0.0
T,Set1,27,41,4,497186,0.0,0.0
T,Set1,28,41,0,724335,0.0,0.0
T,Set1,29,41,1,618673,0.0,0.0
T,Set1,30,41,0,586235,0.0,0.0
T,Set1,31,41,0,636966,0.0,0.0
T,Set1,32,41,0,823799,0.0,0.0
T,Set1,33,41,0,430433,0.0,0.0
T,Set1,34,41,1,485391,0.0,0.0
T,Set1,35,41,1,675415,0.0,0.0
T,Set1,36,41,1,388948,0.0,0.0
T,Set1,37,41,0,714834,0.0,0.0
T,Set1,38,41,0,502888,0.0,0.0
T,Set1,39,41,0,746041,0.0,0.0
T,Set1,40,41,0,844512,0.0,0.0
T,Set1,42,41,62,647029,0.01,0.01
T,Set1,43,41,0,764250,0.0,0.0
T,Set1,44,41,4,877203,0.0,0.0
T,Set1,45,41,13,657348,0.0,0.0
T,Set1,46,41,0,595681,0.0,0.0
T,Set1,47,41,0,698829,0.0,0.0
T,Set1,48,41,37,621626,0.01,0.01
T,Set2,01,41,0,740984,0.0,0.0
T,Set2,02,41,0,600903,0.0,0.0
T,Set2,03,41,0,822180,0.0,0.0
T,Set2,04,41,0,726253,0.0,0.0
T,Set2,05,41,0,635437,0.0,0.0
T,Set2,06,41,0,702965,0.0,0.0
T,Set2,07,41,0,675264,0.0,0.0
T,Set2,08,41,0,681144,0.0,0.0
T,Set2,09,41,0,436090,0.0,0.0
T,Set2,10,41,2,608769,0.0,0.0
T,Set2,11,41,10,604342,0.0,0.0
T,Set2,12,41,8,509207,0.0,0.0
T,Set2,13,41,1,684694,0.0,0.0
T,Set2,14,41,0,630317,0.0,0.0
T,Set2,15,41,0,713571,0.0,0.0
T,Set2,16,41,0,832532,0.0,0.0
T,Set2,17,41,0,723550,0.0,0.0
T,Set2,18,41,0,607535,0.0,0.0
T,Set2,19,41,0,698680,0.0,0.0
T,Set2,20,41,0,746124,0.0,0.0
T,Set2,21,41,0,662683,0.0,0.0
T,Set2,22,41,0,650959,0.0,0.0
T,Set2,23,41,0,533017,0.0,0.0
T,Set2,24,41,0,1028315,0.0,0.0
T,Set2,25,41,1,435456,0.0,0.0
T,Set2,26,41,1,583985,0.0,0.0
T,Set2,27,41,0,686104,0.0,0.0
T,Set2,28,41,0,636763,0.0,0.0
T,Set2,29,41,0,675368,0.0,0.0
T,Set2,30,41,0,614920,0.0,0.0
T,Set2,31,41,0,508552,0.0,0.0
T,Set2,32,41,0,624430,0.0,0.0
T,Set2,33,41,1,731377,0.0,0.0
T,Set2,34,41,0,666456,0.0,0.0
T,Set2,35,41,0,695550,0.0,0.0
T,Set2,36,41,0,533522,0.0,0.0
T,Set2,37,41,1,607904,0.0,0.0
T,Set2,38,41,0,590492,0.0,0.0
T,Set2,39,41,1,693329,0.0,0.0
T,Set2,40,41,0,981346,0.0,0.0
T,Set2,42,41,81,765278,0.01,0.01
T,Set2,43,41,0,880597,0.0,0.0
T,Set2,44,41,0,588955,0.0,0.0
T,Set2,45,41,12,504454,0.0,0.0
T,Set2,46,41,0,810745,0.0,0.0
T,Set2,47,41,2,729430,0.0,0.0
T,Set2,48,41,23,626537,0.0,0.0
T,Set3,01,41,0,522736,0.0,0.0
T,Set3,02,41,0,376922,0.0,0.0
T,Set3,03,41,0,471901,0.0,0.0
T,Set3,04,41,0,613745,0.0,0.0
T,Set3,05,41,0,471595,0.0,0.0
T,Set3,06,41,0,510063,0.0,0.0
T,Set3,07,41,0,322190,0.0,0.0
T,Set3,08,41,1,565743,0.0,0.0
T,Set3,09,41,0,535432,0.0,0.0
T,Set3,10,41,4,482710,0.0,0.0
T,Set3,11,41,5,402646,0.0,0.0
T,Set3,12,41,24,774122,0.0,0.0
T,Set3,13,41,1,356470,0.0,0.0
T,Set3,14,41,2,689051,0.0,0.0
T,Set3,15,41,0,755904,0.0,0.0
T,Set3,16,41,0,589942,0.0,0.0
T,Set3,17,41,0,481073,0.0,0.0
T,Set3,18,41,1,604560,0.0,0.0
T,Set3,19,41,0,709057,0.0,0.0
T,Set3,20,41,0,628477,0.0,0.0
T,Set3,21,41,0,480165,0.0,0.0
T,Set3,22,41,0,455809,0.0,0.0
T,Set3,23,41,0,600018,0.0,0.0
T,Set3,24,41,0,635161,0.0,0.0
T,Set3,25,41,0,284795,0.0,0.0
T,Set3,26,41,0,575463,0.0,0.0
T,Set3,27,41,3,450234,0.0,0.0
T,Set3,28,41,0,284717,0.0,0.0
T,Set3,29,41,0,407463,0.0,0.0
T,Set3,30,41,0,333803,0.0,0.0
T,Set3,31,41,0,626498,0.0,0.0
T,Set3,32,41,0,680767,0.0,0.0
T,Set3,33,41,1,461972,0.0,0.0
T,Set3,34,41,1,572614,0.0,0.0
T,Set3,35,41,1,307460,0.0,0.0
T,Set3,36,41,0,396936,0.0,0.0
T,Set3,37,41,0,378078,0.0,0.0
T,Set3,38,41,0,443384,0.0,0.0
T,Set3,39,41,0,511738,0.0,0.0
T,Set3,40,41,0,673086,0.0,0.0
T,Set3,42,41,37,406050,0.01,0.01
T,Set3,43,41,0,538908,0.0,0.0
T,Set3,44,41,0,426884,0.0,0.0
T,Set3,45,41,10,380410,0.0,0.0
T,Set3,46,41,0,521870,0.0,0.0
T,Set3,47,41,0,613812,0.0,0.0
T,Set3,48,41,27,698162,0.0,0.0
T,Set1,01,39,1,681223,0.0,0.0
T,Set1,02,39,1,559349,0.0,0.0
T,Set1,03,39,0,694455,0.0,0.0
T,Set1,04,39,0,584755,0.0,0.0
T,Set1,05,39,0,693708,0.0,0.0
T,Set1,06,39,0,652522,0.0,0.0
T,Set1,07,39,1,661860,0.0,0.0
T,Set1,08,39,0,697079,0.0,0.0
T,Set1,09,39,1,722325,0.0,0.0
T,Set1,10,39,0,819362,0.0,0.0
T,Set1,11,39,0,666345,0.0,0.0
T,Set1,12,39,0,508394,0.0,0.0
T,Set1,13,39,0,622116,0.0,0.0
T,Set1,14,39,22,666038,0.0,0.0
T,Set1,15,39,0,700503,0.0,0.0
T,Set1,16,39,1,659421,0.0,0.0
T,Set1,17,39,0,649326,0.0,0.0
T,Set1,18,39,0,419022,0.0,0.0
T,Set1,19,39,3,632509,0.0,0.0
T,Set1,20,39,70,1069884,0.01,0.01
T,Set1,21,39,0,601771,0.0,0.0
T,Set1,22,39,0,557655,0.0,0.0
T,Set1,23,39,1,667898,0.0,0.0
T,Set1,24,39,0,575151,0.0,0.0
T,Set1,25,39,0,469824,0.0,0.0
T,Set1,26,39,0,680819,0.0,0.0
T,Set1,27,39,0,497186,0.0,0.0
T,Set1,28,39,3,724335,0.0,0.0
T,Set1,29,39,2,618673,0.0,0.0
T,Set1,30,39,0,586235,0.0,0.0
T,Set1,31,39,3,636966,0.0,0.0
T,Set1,32,39,0,823799,0.0,0.0
T,Set1,33,39,0,430433,0.0,0.0
T,Set1,34,39,0,485391,0.0,0.0
T,Set1,35,39,0,675415,0.0,0.0
T,Set1,36,39,0,388948,0.0,0.0
T,Set1,37,39,0,714834,0.0,0.0
T,Set1,38,39,0,502888,0.0,0.0
T,Set1,40,39,59,844512,0.01,0.01
T,Set1,41,39,0,701472,0.0,0.0
T,Set1,42,39,0,647029,0.0,0.0
T,Set1,43,39,0,764250,0.0,0.0
T,Set1,44,39,0,877203,0.0,0.0
T,Set1,45,39,0,657348,0.0,0.0
T,Set1,46,39,0,595681,0.0,0.0
T,Set1,47,39,0,698829,0.0,0.0
T,Set1,48,39,0,621626,0.0,0.0
T,Set2,01,39,1,740984,0.0,0.0
T,Set2,02,39,0,600903,0.0,0.0
T,Set2,03,39,0,822180,0.0,0.0
T,Set2,04,39,2,726253,0.0,0.0
T,Set2,05,39,0,635437,0.0,0.0
T,Set2,06,39,0,702965,0.0,0.0
T,Set2,07,39,1,675264,0.0,0.0
T,Set2,08,39,0,681144,0.0,0.0
T,Set2,09,39,0,436090,0.0,0.0
T,Set2,10,39,0,608769,0.0,0.0
T,Set2,11,39,0,604342,0.0,0.0
T,Set2,12,39,0,509207,0.0,0.0
T,Set2,13,39,0,684694,0.0,0.0
T,Set2,14,39,14,630317,0.0,0.0
T,Set2,15,39,0,713571,0.0,0.0
T,Set2,16,39,0,832532,0.0,0.0
T,Set2,17,39,0,723550,0.0,0.0
T,Set2,18,39,0,607535,0.0,0.0
T,Set2,19,39,0,698680,0.0,0.0
T,Set2,20,39,49,746124,0.01,0.01
T,Set2,21,39,1,662683,0.0,0.0
T,Set2,22,39,0,650959,0.0,0.0
T,Set2,23,39,1,533017,0.0,0.0
T,Set2,24,39,0,1028315,0.0,0.0
T,Set2,25,39,0,435456,0.0,0.0
T,Set2,26,39,0,583985,0.0,0.0
T,Set2,27,39,0,686104,0.0,0.0
T,Set2,28,39,2,636763,0.0,0.0
T,Set2,29,39,0,675368,0.0,0.0
T,Set2,30,39,0,614920,0.0,0.0
T,Set2,31,39,5,508552,0.0,0.0
T,Set2,32,39,0,624430,0.0,0.0
T,Set2,33,39,0,731377,0.0,0.0
T,Set2,34,39,0,666456,0.0,0.0
T,Set2,35,39,0,695550,0.0,0.0
T,Set2,36,39,0,533522,0.0,0.0
T,Set2,37,39,2,607904,0.0,0.0
T,Set2,38,39,0,590492,0.0,0.0
T,Set2,40,39,59,981346,0.01,0.01
T,Set2,41,39,0,682417,0.0,0.0
T,Set2,42,39,0,765278,0.0,0.0
T,Set2,43,39,1,880597,0.0,0.0
T,Set2,44,39,0,588955,0.0,0.0
T,Set2,45,39,0,504454,0.0,0.0
T,Set2,46,39,0,810745,0.0,0.0
T,Set2,47,39,0,729430,0.0,0.0
T,Set2,48,39,0,626537,0.0,0.0
T,Set3,01,39,0,522736,0.0,0.0
T,Set3,02,39,0,376922,0.0,0.0
T,Set3,03,39,0,471901,0.0,0.0
T,Set3,04,39,0,613745,0.0,0.0
T,Set3,05,39,0,471595,0.0,0.0
T,Set3,06,39,0,510063,0.0,0.0
T,Set3,07,39,0,322190,0.0,0.0
T,Set3,08,39,0,565743,0.0,0.0
T,Set3,09,39,0,535432,0.0,0.0
T,Set3,10,39,0,482710,0.0,0.0
T,Set3,11,39,0,402646,0.0,0.0
T,Set3,12,39,0,774122,0.0,0.0
T,Set3,13,39,0,356470,0.0,0.0
T,Set3,14,39,36,689051,0.01,0.01
T,Set3,15,39,1,755904,0.0,0.0
T,Set3,16,39,0,589942,0.0,0.0
T,Set3,17,39,0,481073,0.0,0.0
T,Set3,18,39,0,604560,0.0,0.0
T,Set3,19,39,1,709057,0.0,0.0
T,Set3,20,39,31,628477,0.0,0.0
T,Set3,21,39,0,480165,0.0,0.0
T,Set3,22,39,1,455809,0.0,0.0
T,Set3,23,39,1,600018,0.0,0.0
T,Set3,24,39,0,635161,0.0,0.0
T,Set3,25,39,0,284795,0.0,0.0
T,Set3,26,39,0,575463,0.0,0.0
T,Set3,27,39,0,450234,0.0,0.0
T,Set3,28,39,0,284717,0.0,0.0
T,Set3,29,39,0,407463,0.0,0.0
T,Set3,30,39,0,333803,0.0,0.0
T,Set3,31,39,4,626498,0.0,0.0
T,Set3,32,39,0,680767,0.0,0.0
T,Set3,33,39,0,461972,0.0,0.0
T,Set3,34,39,0,572614,0.0,0.0
T,Set3,35,39,0,307460,0.0,0.0
T,Set3,36,39,0,396936,0.0,0.0
T,Set3,37,39,0,378078,0.0,0.0
T,Set3,38,39,0,443384,0.0,0.0
T,Set3,40,39,35,673086,0.01,0.01
T,Set3,41,39,1,679858,0.0,0.0
T,Set3,42,39,0,406050,0.0,0.0
T,Set3,43,39,0,538908,0.0,0.0
T,Set3,44,39,0,426884,0.0,0.0
T,Set3,45,39,0,380410,0.0,0.0
T,Set3,46,39,0,521870,0.0,0.0
T,Set3,47,39,0,613812,0.0,0.0
T,Set3,48,39,0,698162,0.0,0.0
T,Set1,01,11,0,681223,0.0,0.0
T,Set1,02,11,0,559349,0.0,0.0
T,Set1,03,11,3,694455,0.0,0.0
T,Set1,04,11,1,584755,0.0,0.0
T,Set1,05,11,2,693708,0.0,0.0
T,Set1,06,11,26,652522,0.0,0.0
T,Set1,07,11,0,661860,0.0,0.0
T,Set1,08,11,0,697079,0.0,0.0
T,Set1,09,11,0,722325,0.0,0.0
T,Set1,10,11,14,819362,0.0,0.0
T,Set1,12,11,72,508394,0.01,0.01
T,Set1,13,11,29,622116,0.0,0.0
T,Set1,14,11,1,666038,0.0,0.0
T,Set1,15,11,0,700503,0.0,0.0
T,Set1,16,11,1,659421,0.0,0.0
T,Set1,17,11,0,649326,0.0,0.0
T,Set1,18,11,2,419022,0.0,0.0
T,Set1,19,11,3,632509,0.0,0.0
T,Set1,20,11,101,1069884,0.01,0.01
T,Set1,21,11,0,601771,0.0,0.0
T,Set1,22,11,1,557655,0.0,0.0
T,Set1,23,11,54,667898,0.01,0.01
T,Set1,24,11,0,575151,0.0,0.0
T,Set1,25,11,0,469824,0.0,0.0
T,Set1,26,11,27,680819,0.0,0.0
T,Set1,27,11,1,497186,0.0,0.0
T,Set1,28,11,1,724335,0.0,0.0
T,Set1,29,11,0,618673,0.0,0.0
T,Set1,30,11,0,586235,0.0,0.0
T,Set1,31,11,0,636966,0.0,0.0
T,Set1,32,11,0,823799,0.0,0.0
T,Set1,33,11,1,430433,0.0,0.0
T,Set1,34,11,33,485391,0.01,0.01
T,Set1,35,11,1,675415,0.0,0.0
T,Set1,36,11,0,388948,0.0,0.0
T,Set1,37,11,0,714834,0.0,0.0
T,Set1,38,11,24,502888,0.0,0.0
T,Set1,39,11,0,746041,0.0,0.0
T,Set1,40,11,0,844512,0.0,0.0
T,Set1,41,11,37,701472,0.01,0.01
T,Set1,42,11,1,647029,0.0,0.0
T,Set1,43,11,0,764250,0.0,0.0
T,Set1,44,11,0,877203,0.0,0.0
T,Set1,45,11,1,657348,0.0,0.0
T,Set1,46,11,0,595681,0.0,0.0
T,Set1,47,11,0,698829,0.0,0.0
T,Set1,48,11,23,621626,0.0,0.0
T,Set2,01,11,0,740984,0.0,0.0
T,Set2,02,11,0,600903,0.0,0.0
T,Set2,03,11,2,822180,0.0,0.0
T,Set2,04,11,3,726253,0.0,0.0
T,Set2,05,11,1,635437,0.0,0.0
T,Set2,06,11,25,702965,0.0,0.0
T,Set2,07,11,0,675264,0.0,0.0
T,Set2,08,11,0,681144,0.0,0.0
T,Set2,09,11,0,436090,0.0,0.0
T,Set2,10,11,8,608769,0.0,0.0
T,Set2,12,11,55,509207,0.01,0.01
T,Set2,13,11,34,684694,0.0,0.0
T,Set2,14,11,3,630317,0.0,0.0
T,Set2,15,11,0,713571,0.0,0.0
T,Set2,16,11,0,832532,0.0,0.0
T,Set2,17,11,0,723550,0.0,0.0
T,Set2,18,11,5,607535,0.0,0.0
T,Set2,19,11,0,698680,0.0,0.0
T,Set2,20,11,71,746124,0.01,0.01
T,Set2,21,11,0,662683,0.0,0.0
T,Set2,22,11,0,650959,0.0,0.0
T,Set2,23,11,46,533017,0.01,0.01
T,Set2,24,11,2,1028315,0.0,0.0
T,Set2,25,11,0,435456,0.0,0.0
T,Set2,26,11,16,583985,0.0,0.0
T,Set2,27,11,0,686104,0.0,0.0
T,Set2,28,11,2,636763,0.0,0.0
T,Set2,29,11,0,675368,0.0,0.0
T,Set2,30,11,0,614920,0.0,0.0
T,Set2,31,11,0,508552,0.0,0.0
T,Set2,32,11,0,624430,0.0,0.0
T,Set2,33,11,0,731377,0.0,0.0
T,Set2,34,11,32,666456,0.0,0.0
T,Set2,35,11,1,695550,0.0,0.0
T,Set2,36,11,0,533522,0.0,0.0
T,Set2,37,11,2,607904,0.0,0.0
T,Set2,38,11,30,590492,0.01,0.01
T,Set2,39,11,0,693329,0.0,0.0
T,Set2,40,11,0,981346,0.0,0.0
T,Set2,41,11,60,682417,0.01,0.01
T,Set2,42,11,2,765278,0.0,0.0
T,Set2,43,11,0,880597,0.0,0.0
T,Set2,44,11,0,588955,0.0,0.0
T,Set2,45,11,1,504454,0.0,0.0
T,Set2,46,11,0,810745,0.0,0.0
T,Set2,47,11,0,729430,0.0,0.0
T,Set2,48,11,20,626537,0.0,0.0
T,Set3,01,11,0,522736,0.0,0.0
T,Set3,02,11,0,376922,0.0,0.0
T,Set3,03,11,0,471901,0.0,0.0
T,Set3,04,11,2,613745,0.0,0.0
T,Set3,05,11,1,471595,0.0,0.0
T,Set3,06,11,27,510063,0.01,0.01
T,Set3,07,11,0,322190,0.0,0.0
T,Set3,08,11,0,565743,0.0,0.0
T,Set3,09,11,0,535432,0.0,0.0
T,Set3,10,11,3,482710,0.0,0.0
T,Set3,12,11,110,774122,0.01,0.01
T,Set3,13,11,9,356470,0.0,0.0
T,Set3,14,11,2,689051,0.0,0.0
T,Set3,15,11,1,755904,0.0,0.0
T,Set3,16,11,0,589942,0.0,0.0
T,Set3,17,11,0,481073,0.0,0.0
T,Set3,18,11,2,604560,0.0,0.0
T,Set3,19,11,0,709057,0.0,0.0
T,Set3,20,11,61,628477,0.01,0.01
T,Set3,21,11,0,480165,0.0,0.0
T,Set3,22,11,0,455809,0.0,0.0
T,Set3,23,11,56,600018,0.01,0.01
T,Set3,24,11,0,635161,0.0,0.0
T,Set3,25,11,0,284795,0.0,0.0
T,Set3,26,11,22,575463,0.0,0.0
T,Set3,27,11,1,450234,0.0,0.0
T,Set3,28,11,0,284717,0.0,0.0
T,Set3,29,11,0,407463,0.0,0.0
T,Set3,30,11,0,333803,0.0,0.0
T,Set3,31,11,0,626498,0.0,0.0
T,Set3,32,11,0,680767,0.0,0.0
T,Set3,33,11,1,461972,0.0,0.0
T,Set3,34,11,46,572614,0.01,0.01
T,Set3,35,11,0,307460,0.0,0.0
T,Set3,36,11,0,396936,0.0,0.0
T,Set3,37,11,1,378078,0.0,0.0
T,Set3,38,11,21,443384,0.0,0.0
T,Set3,39,11,0,511738,0.0,0.0
T,Set3,40,11,0,673086,0.0,0.0
T,Set3,41,11,47,679858,0.01,0.01
T,Set3,42,11,0,406050,0.0,0.0
T,Set3,43,11,0,538908,0.0,0.0
T,Set3,44,11,0,426884,0.0,0.0
T,Set3,45,11,0,380410,0.0,0.0
T,Set3,46,11,0,521870,0.0,0.0
T,Set3,47,11,1,613812,0.0,0.0
T,Set3,48,11,19,698162,0.0,0.0
T,Set1,01,48,0,681223,0.0,0.0
T,Set1,02,48,0,559349,0.0,0.0
T,Set1,03,48,0,694455,0.0,0.0
T,Set1,04,48,1,584755,0.0,0.0
T,Set1,05,48,0,693708,0.0,0.0
T,Set1,06,48,0,652522,0.0,0.0
T,Set1,07,48,5,661860,0.0,0.0
T,Set1,08,48,0,697079,0.0,0.0
T,Set1,09,48,1,722325,0.0,0.0
T,Set1,10,48,0,819362,0.0,0.0
T,Set1,11,48,0,666345,0.0,0.0
T,Set1,12,48,0,508394,0.0,0.0
T,Set1,13,48,0,622116,0.0,0.0
T,Set1,14,48,0,666038,0.0,0.0
T,Set1,15,48,0,700503,0.0,0.0
T,Set1,16,48,5,659421,0.0,0.0
T,Set1,17,48,0,649326,0.0,0.0
T,Set1,18,48,1,419022,0.0,0.0
T,Set1,19,48,0,632509,0.0,0.0
T,Set1,20,48,1,1069884,0.0,0.0
T,Set1,21,48,0,601771,0.0,0.0
T,Set1,22,48,0,557655,0.0,0.0
T,Set1,23,48,0,667898,0.0,0.0
T,Set1,24,48,0,575151,0.0,0.0
T,Set1,25,48,0,469824,0.0,0.0
T,Set1,26,48,0,680819,0.0,0.0
T,Set1,27,48,0,497186,0.0,0.0
T,Set1,28,48,1,724335,0.0,0.0
T,Set1,29,48,0,618673,0.0,0.0
T,Set1,30,48,0,586235,0.0,0.0
T,Set1,31,48,0,636966,0.0,0.0
T,Set1,32,48,0,823799,0.0,0.0
T,Set1,33,48,0,430433,0.0,0.0
T,Set1,34,48,0,485391,0.0,0.0
T,Set1,35,48,0,675415,0.0,0.0
T,Set1,36,48,0,388948,0.0,0.0
T,Set1,37,48,2,714834,0.0,0.0
T,Set1,38,48,0,502888,0.0,0.0
T,Set1,39,48,0,746041,0.0,0.0
T,Set1,40,48,0,844512,0.0,0.0
T,Set1,41,48,2,701472,0.0,0.0
T,Set1,42,48,0,647029,0.0,0.0
T,Set1,43,48,72,764250,0.01,0.01
T,Set1,44,48,8,877203,0.0,0.0
T,Set1,45,48,0,657348,0.0,0.0
T,Set1,46,48,2,595681,0.0,0.0
T,Set1,47,48,4,698829,0.0,0.0
T,Set2,01,48,0,740984,0.0,0.0
T,Set2,02,48,0,600903,0.0,0.0
T,Set2,03,48,0,822180,0.0,0.0
T,Set2,04,48,0,726253,0.0,0.0
T,Set2,05,48,0,635437,0.0,0.0
T,Set2,06,48,0,702965,0.0,0.0
T,Set2,07,48,3,675264,0.0,0.0
