TYPE,SET,EIO,i7,oligo_reads,total_oligo_reads,perc_reads,predicted_perc_contam
T,Set2,08,48,1,681144,0.0,0.0
T,Set2,09,48,0,436090,0.0,0.0
T,Set2,10,48,0,608769,0.0,0.0
T,Set2,11,48,1,604342,0.0,0.0
T,Set2,12,48,0,509207,0.0,0.0
T,Set2,13,48,0,684694,0.0,0.0
T,Set2,14,48,0,630317,0.0,0.0
T,Set2,15,48,0,713571,0.0,0.0
T,Set2,16,48,1,832532,0.0,0.0
T,Set2,17,48,0,723550,0.0,0.0
T,Set2,18,48,0,607535,0.0,0.0
T,Set2,19,48,0,698680,0.0,0.0
T,Set2,20,48,0,746124,0.0,0.0
T,Set2,21,48,0,662683,0.0,0.0
T,Set2,22,48,0,650959,0.0,0.0
T,Set2,23,48,0,533017,0.0,0.0
T,Set2,24,48,0,1028315,0.0,0.0
T,Set2,25,48,0,435456,0.0,0.0
T,Set2,26,48,0,583985,0.0,0.0
T,Set2,27,48,0,686104,0.0,0.0
T,Set2,28,48,0,636763,0.0,0.0
T,Set2,29,48,0,675368,0.0,0.0
T,Set2,30,48,0,614920,0.0,0.0
T,Set2,31,48,0,508552,0.0,0.0
T,Set2,32,48,1,624430,0.0,0.0
T,Set2,33,48,0,731377,0.0,0.0
T,Set2,34,48,0,666456,0.0,0.0
T,Set2,35,48,0,695550,0.0,0.0
T,Set2,36,48,0,533522,0.0,0.0
T,Set2,37,48,2,607904,0.0,0.0
T,Set2,38,48,0,590492,0.0,0.0
T,Set2,39,48,1,693329,0.0,0.0
T,Set2,40,48,2,981346,0.0,0.0
T,Set2,41,48,2,682417,0.0,0.0
T,Set2,42,48,0,765278,0.0,0.0
T,Set2,43,48,70,880597,0.01,0.01
T,Set2,44,48,7,588955,0.0,0.0
T,Set2,45,48,0,504454,0.0,0.0
T,Set2,46,48,11,810745,0.0,0.0
T,Set2,47,48,7,729430,0.0,0.0
T,Set3,01,48,0,522736,0.0,0.0
T,Set3,02,48,0,376922,0.0,0.0
T,Set3,03,48,0,471901,0.0,0.0
T,Set3,04,48,2,613745,0.0,0.0
T,Set3,05,48,0,471595,0.0,0.0
T,Set3,06,48,0,510063,0.0,0.0
T,Set3,07,48,2,322190,0.0,0.0
T,Set3,08,48,0,565743,0.0,0.0
T,Set3,09,48,0,535432,0.0,0.0
T,Set3,10,48,0,482710,0.0,0.0
T,Set3,11,48,0,402646,0.0,0.0
T,Set3,12,48,0,774122,0.0,0.0
T,Set3,13,48,0,356470,0.0,0.0
T,Set3,14,48,0,689051,0.0,0.0
T,Set3,15,48,0,755904,0.0,0.0
T,Set3,16,48,3,589942,0.0,0.0
T,Set3,17,48,0,481073,0.0,0.0
T,Set3,18,48,0,604560,0.0,0.0
T,Set3,19,48,2,709057,0.0,0.0
T,Set3,20,48,0,628477,0.0,0.0
T,Set3,21,48,0,480165,0.0,0.0
T,Set3,22,48,1,455809,0.0,0.0
T,Set3,23,48,1,600018,0.0,0.0
T,Set3,24,48,0,635161,0.0,0.0
T,Set3,25,48,0,284795,0.0,0.0
T,Set3,26,48,0,575463,0.0,0.0
T,Set3,27,48,0,450234,0.0,0.0
T,Set3,28,48,0,284717,0.0,0.0
T,Set3,29,48,0,407463,0.0,0.0
T,Set3,30,48,0,333803,0.0,0.0
T,Set3,31,48,0,626498,0.0,0.0
T,Set3,32,48,0,680767,0.0,0.0
T,Set3,33,48,0,461972,0.0,0.0
T,Set3,34,48,0,572614,0.0,0.0
T,Set3,35,48,0,307460,0.0,0.0
T,Set3,36,48,0,396936,0.0,0.0
T,Set3,37,48,2,378078,0.0,0.0
T,Set3,38,48,0,443384,0.0,0.0
T,Set3,39,48,1,511738,0.0,0.0
T,Set3,40,48,0,673086,0.0,0.0
T,Set3,41,48,3,679858,0.0,0.0
T,Set3,42,48,0,406050,0.0,0.0
T,Set3,43,48,39,538908,0.01,0.01
T,Set3,44,48,2,426884,0.0,0.0
T,Set3,45,48,0,380410,0.0,0.0
T,Set3,46,48,7,521870,0.0,0.0
T,Set3,47,48,6,613812,0.0,0.0
T,Set1,01,22,0,681223,0.0,0.0
T,Set1,02,22,0,559349,0.0,0.0
T,Set1,03,22,0,694455,0.0,0.0
T,Set1,04,22,0,584755,0.0,0.0
T,Set1,05,22,0,693708,0.0,0.0
T,Set1,06,22,0,652522,0.0,0.0
T,Set1,07,22,0,661860,0.0,0.0
T,Set1,08,22,1,697079,0.0,0.0
T,Set1,09,22,1,722325,0.0,0.0
T,Set1,10,22,1,819362,0.0,0.0
T,Set1,11,22,0,666345,0.0,0.0
T,Set1,12,22,0,508394,0.0,0.0
T,Set1,13,22,1,622116,0.0,0.0
T,Set1,14,22,3,666038,0.0,0.0
T,Set1,15,22,0,700503,0.0,0.0
T,Set1,16,22,0,659421,0.0,0.0
T,Set1,17,22,0,649326,0.0,0.0
T,Set1,18,22,0,419022,0.0,0.0
T,Set1,19,22,1,632509,0.0,0.0
T,Set1,20,22,1,1069884,0.0,0.0
T,Set1,21,22,0,601771,0.0,0.0
T,Set1,23,22,5,667898,0.0,0.0
T,Set1,24,22,29,575151,0.01,0.01
T,Set1,25,22,5,469824,0.0,0.0
T,Set1,26,22,0,680819,0.0,0.0
T,Set1,27,22,0,497186,0.0,0.0
T,Set1,28,22,3,724335,0.0,0.0
T,Set1,29,22,0,618673,0.0,0.0
T,Set1,30,22,7,586235,0.0,0.0
T,Set1,31,22,0,636966,0.0,0.0
T,Set1,32,22,15,823799,0.0,0.0
T,Set1,33,22,1,430433,0.0,0.0
T,Set1,34,22,0,485391,0.0,0.0
T,Set1,35,22,0,675415,0.0,0.0
T,Set1,36,22,0,388948,0.0,0.0
T,Set1,37,22,0,714834,0.0,0.0
T,Set1,38,22,0,502888,0.0,0.0
T,Set1,39,22,0,746041,0.0,0.0
T,Set1,40,22,0,844512,0.0,0.0
T,Set1,41,22,0,701472,0.0,0.0
T,Set1,42,22,0,647029,0.0,0.0
T,Set1,43,22,0,764250,0.0,0.0
T,Set1,44,22,0,877203,0.0,0.0
T,Set1,45,22,0,657348,0.0,0.0
T,Set1,46,22,0,595681,0.0,0.0
T,Set1,47,22,1,698829,0.0,0.0
T,Set1,48,22,0,621626,0.0,0.0
T,Set2,01,22,0,740984,0.0,0.0
T,Set2,02,22,0,600903,0.0,0.0
T,Set2,03,22,0,822180,0.0,0.0
T,Set2,04,22,1,726253,0.0,0.0
T,Set2,05,22,0,635437,0.0,0.0
T,Set2,06,22,1,702965,0.0,0.0
T,Set2,07,22,1,675264,0.0,0.0
T,Set2,08,22,1,681144,0.0,0.0
T,Set2,09,22,0,436090,0.0,0.0
T,Set2,10,22,0,608769,0.0,0.0
T,Set2,11,22,0,604342,0.0,0.0
T,Set2,12,22,0,509207,0.0,0.0
T,Set2,13,22,0,684694,0.0,0.0
T,Set2,14,22,0,630317,0.0,0.0
T,Set2,15,22,0,713571,0.0,0.0
T,Set2,16,22,0,832532,0.0,0.0
T,Set2,17,22,0,723550,0.0,0.0
T,Set2,18,22,0,607535,0.0,0.0
T,Set2,19,22,0,698680,0.0,0.0
T,Set2,20,22,0,746124,0.0,0.0
T,Set2,21,22,1,662683,0.0,0.0
T,Set2,23,22,3,533017,0.0,0.0
T,Set2,24,22,56,1028315,0.01,0.01
T,Set2,25,22,1,435456,0.0,0.0
T,Set2,26,22,0,583985,0.0,0.0
T,Set2,27,22,0,686104,0.0,0.0
T,Set2,28,22,1,636763,0.0,0.0
T,Set2,29,22,0,675368,0.0,0.0
T,Set2,30,22,8,614920,0.0,0.0
T,Set2,31,22,0,508552,0.0,0.0
T,Set2,32,22,7,624430,0.0,0.0
T,Set2,33,22,2,731377,0.0,0.0
T,Set2,34,22,0,666456,0.0,0.0
T,Set2,35,22,0,695550,0.0,0.0
T,Set2,36,22,0,533522,0.0,0.0
T,Set2,37,22,0,607904,0.0,0.0
T,Set2,38,22,0,590492,0.0,0.0
T,Set2,39,22,0,693329,0.0,0.0
T,Set2,40,22,0,981346,0.0,0.0
T,Set2,41,22,0,682417,0.0,0.0
T,Set2,42,22,0,765278,0.0,0.0
T,Set2,43,22,0,880597,0.0,0.0
T,Set2,44,22,0,588955,0.0,0.0
T,Set2,45,22,0,504454,0.0,0.0
T,Set2,46,22,0,810745,0.0,0.0
T,Set2,47,22,1,729430,0.0,0.0
T,Set2,48,22,1,626537,0.0,0.0
T,Set3,01,22,0,522736,0.0,0.0
T,Set3,02,22,0,376922,0.0,0.0
T,Set3,03,22,0,471901,0.0,0.0
T,Set3,04,22,0,613745,0.0,0.0
T,Set3,05,22,0,471595,0.0,0.0
T,Set3,06,22,0,510063,0.0,0.0
T,Set3,07,22,0,322190,0.0,0.0
T,Set3,08,22,0,565743,0.0,0.0
T,Set3,09,22,0,535432,0.0,0.0
T,Set3,10,22,1,482710,0.0,0.0
T,Set3,11,22,0,402646,0.0,0.0
T,Set3,12,22,0,774122,0.0,0.0
T,Set3,13,22,0,356470,0.0,0.0
T,Set3,14,22,2,689051,0.0,0.0
T,Set3,15,22,0,755904,0.0,0.0
T,Set3,16,22,0,589942,0.0,0.0
T,Set3,17,22,0,481073,0.0,0.0
T,Set3,18,22,0,604560,0.0,0.0
T,Set3,19,22,1,709057,0.0,0.0
T,Set3,20,22,0,628477,0.0,0.0
T,Set3,21,22,1,480165,0.0,0.0
T,Set3,23,22,4,600018,0.0,0.0
T,Set3,24,22,32,635161,0.01,0.01
T,Set3,25,22,2,284795,0.0,0.0
T,Set3,26,22,1,575463,0.0,0.0
T,Set3,27,22,0,450234,0.0,0.0
T,Set3,28,22,2,284717,0.0,0.0
T,Set3,29,22,0,407463,0.0,0.0
T,Set3,30,22,4,333803,0.0,0.0
T,Set3,31,22,0,626498,0.0,0.0
T,Set3,32,22,6,680767,0.0,0.0
T,Set3,33,22,2,461972,0.0,0.0
T,Set3,34,22,0,572614,0.0,0.0
T,Set3,35,22,0,307460,0.0,0.0
T,Set3,36,22,0,396936,0.0,0.0
T,Set3,37,22,0,378078,0.0,0.0
T,Set3,38,22,1,443384,0.0,0.0
T,Set3,39,22,0,511738,0.0,0.0
T,Set3,40,22,0,673086,0.0,0.0
T,Set3,41,22,0,679858,0.0,0.0
T,Set3,42,22,0,406050,0.0,0.0
T,Set3,43,22,0,538908,0.0,0.0
T,Set3,44,22,0,426884,0.0,0.0
T,Set3,45,22,0,380410,0.0,0.0
T,Set3,46,22,0,521870,0.0,0.0
T,Set3,47,22,0,613812,0.0,0.0
T,Set3,48,22,0,698162,0.0,0.0
T,Set1,01,37,0,681223,0.0,0.0
T,Set1,02,37,0,559349,0.0,0.0
T,Set1,03,37,0,694455,0.0,0.0
T,Set1,04,37,0,584755,0.0,0.0
T,Set1,05,37,1,693708,0.0,0.0
T,Set1,06,37,0,652522,0.0,0.0
T,Set1,07,37,112,661860,0.02,0.02
T,Set1,08,37,0,697079,0.0,0.0
T,Set1,09,37,0,722325,0.0,0.0
T,Set1,10,37,2,819362,0.0,0.0
T,Set1,11,37,0,666345,0.0,0.0
T,Set1,12,37,0,508394,0.0,0.0
T,Set1,13,37,53,622116,0.01,0.01
T,Set1,14,37,2,666038,0.0,0.0
T,Set1,15,37,0,700503,0.0,0.0
T,Set1,16,37,1,659421,0.0,0.0
T,Set1,17,37,0,649326,0.0,0.0
T,Set1,18,37,0,419022,0.0,0.0
T,Set1,19,37,0,632509,0.0,0.0
T,Set1,20,37,0,1069884,0.0,0.0
T,Set1,21,37,1,601771,0.0,0.0
T,Set1,22,37,1,557655,0.0,0.0
T,Set1,23,37,0,667898,0.0,0.0
T,Set1,24,37,0,575151,0.0,0.0
T,Set1,25,37,0,469824,0.0,0.0
T,Set1,26,37,1,680819,0.0,0.0
T,Set1,27,37,0,497186,0.0,0.0
T,Set1,28,37,1,724335,0.0,0.0
T,Set1,29,37,3,618673,0.0,0.0
T,Set1,30,37,1,586235,0.0,0.0
T,Set1,31,37,3,636966,0.0,0.0
T,Set1,32,37,0,823799,0.0,0.0
T,Set1,33,37,0,430433,0.0,0.0
T,Set1,34,37,0,485391,0.0,0.0
T,Set1,35,37,0,675415,0.0,0.0
T,Set1,36,37,42,388948,0.01,0.01
T,Set1,38,37,4,502888,0.0,0.0
T,Set1,39,37,0,746041,0.0,0.0
T,Set1,40,37,0,844512,0.0,0.0
T,Set1,41,37,0,701472,0.0,0.0
T,Set1,42,37,0,647029,0.0,0.0
T,Set1,43,37,0,764250,0.0,0.0
T,Set1,44,37,0,877203,0.0,0.0
T,Set1,45,37,0,657348,0.0,0.0
T,Set1,46,37,0,595681,0.0,0.0
T,Set1,47,37,1,698829,0.0,0.0
T,Set1,48,37,2,621626,0.0,0.0
T,Set2,01,37,0,740984,0.0,0.0
T,Set2,02,37,1,600903,0.0,0.0
T,Set2,03,37,0,822180,0.0,0.0
T,Set2,04,37,0,726253,0.0,0.0
T,Set2,05,37,0,635437,0.0,0.0
T,Set2,06,37,1,702965,0.0,0.0
T,Set2,07,37,81,675264,0.01,0.01
T,Set2,08,37,0,681144,0.0,0.0
T,Set2,09,37,1,436090,0.0,0.0
T,Set2,10,37,0,608769,0.0,0.0
T,Set2,11,37,2,604342,0.0,0.0
T,Set2,12,37,0,509207,0.0,0.0
T,Set2,13,37,65,684694,0.01,0.01
T,Set2,14,37,0,630317,0.0,0.0
T,Set2,15,37,2,713571,0.0,0.0
T,Set2,16,37,1,832532,0.0,0.0
T,Set2,17,37,1,723550,0.0,0.0
T,Set2,18,37,0,607535,0.0,0.0
T,Set2,19,37,0,698680,0.0,0.0
T,Set2,20,37,1,746124,0.0,0.0
T,Set2,21,37,0,662683,0.0,0.0
T,Set2,22,37,0,650959,0.0,0.0
T,Set2,23,37,1,533017,0.0,0.0
T,Set2,24,37,0,1028315,0.0,0.0
T,Set2,25,37,1,435456,0.0,0.0
T,Set2,26,37,0,583985,0.0,0.0
T,Set2,27,37,0,686104,0.0,0.0
T,Set2,28,37,1,636763,0.0,0.0
T,Set2,29,37,7,675368,0.0,0.0
T,Set2,30,37,0,614920,0.0,0.0
T,Set2,31,37,0,508552,0.0,0.0
T,Set2,32,37,0,624430,0.0,0.0
T,Set2,33,37,0,731377,0.0,0.0
T,Set2,34,37,3,666456,0.0,0.0
T,Set2,35,37,0,695550,0.0,0.0
T,Set2,36,37,60,533522,0.01,0.01
T,Set2,38,37,6,590492,0.0,0.0
T,Set2,39,37,0,693329,0.0,0.0
T,Set2,40,37,1,981346,0.0,0.0
T,Set2,41,37,0,682417,0.0,0.0
T,Set2,42,37,0,765278,0.0,0.0
T,Set2,43,37,1,880597,0.0,0.0
T,Set2,44,37,0,588955,0.0,0.0
T,Set2,45,37,1,504454,0.0,0.0
T,Set2,46,37,0,810745,0.0,0.0
T,Set2,47,37,1,729430,0.0,0.0
T,Set2,48,37,0,626537,0.0,0.0
T,Set3,01,37,0,522736,0.0,0.0
T,Set3,02,37,0,376922,0.0,0.0
T,Set3,03,37,1,471901,0.0,0.0
T,Set3,04,37,1,613745,0.0,0.0
T,Set3,05,37,0,471595,0.0,0.0
T,Set3,06,37,0,510063,0.0,0.0
T,Set3,07,37,41,322190,0.01,0.01
T,Set3,08,37,0,565743,0.0,0.0
T,Set3,09,37,3,535432,0.0,0.0
T,Set3,10,37,0,482710,0.0,0.0
T,Set3,11,37,0,402646,0.0,0.0
T,Set3,12,37,0,774122,0.0,0.0
T,Set3,13,37,38,356470,0.01,0.01
T,Set3,14,37,1,689051,0.0,0.0
T,Set3,15,37,0,755904,0.0,0.0
T,Set3,16,37,1,589942,0.0,0.0
T,Set3,17,37,0,481073,0.0,0.0
T,Set3,18,37,0,604560,0.0,0.0
T,Set3,19,37,0,709057,0.0,0.0
T,Set3,20,37,1,628477,0.0,0.0
T,Set3,21,37,0,480165,0.0,0.0
T,Set3,22,37,0,455809,0.0,0.0
T,Set3,23,37,0,600018,0.0,0.0
T,Set3,24,37,0,635161,0.0,0.0
T,Set3,25,37,0,284795,0.0,0.0
T,Set3,26,37,1,575463,0.0,0.0
T,Set3,27,37,0,450234,0.0,0.0
T,Set3,28,37,0,284717,0.0,0.0
T,Set3,29,37,12,407463,0.0,0.0
T,Set3,30,37,1,333803,0.0,0.0
T,Set3,31,37,0,626498,0.0,0.0
T,Set3,32,37,0,680767,0.0,0.0
T,Set3,33,37,0,461972,0.0,0.0
T,Set3,34,37,0,572614,0.0,0.0
T,Set3,35,37,0,307460,0.0,0.0
T,Set3,36,37,34,396936,0.01,0.01
T,Set3,38,37,5,443384,0.0,0.0
T,Set3,39,37,0,511738,0.0,0.0
T,Set3,40,37,0,673086,0.0,0.0
T,Set3,41,37,0,679858,0.0,0.0
T,Set3,42,37,0,406050,0.0,0.0
T,Set3,43,37,0,538908,0.0,0.0
T,Set3,44,37,0,426884,0.0,0.0
T,Set3,45,37,0,380410,0.0,0.0
T,Set3,46,37,0,521870,0.0,0.0
T,Set3,47,37,0,613812,0.0,0.0
T,Set3,48,37,0,698162,0.0,0.0
T,Set1,01,32,0,681223,0.0,0.0
T,Set1,02,32,1,559349,0.0,0.0
T,Set1,03,32,0,694455,0.0,0.0
T,Set1,04,32,1,584755,0.0,0.0
T,Set1,05,32,3,693708,0.0,0.0
T,Set1,06,32,1,652522,0.0,0.0
T,Set1,07,32,0,661860,0.0,0.0
T,Set1,08,32,1,697079,0.0,0.0
T,Set1,09,32,0,722325,0.0,0.0
T,Set1,10,32,0,819362,0.0,0.0
T,Set1,11,32,0,666345,0.0,0.0
T,Set1,12,32,0,508394,0.0,0.0
T,Set1,13,32,0,622116,0.0,0.0
T,Set1,14,32,0,666038,0.0,0.0
T,Set1,15,32,0,700503,0.0,0.0
T,Set1,16,32,0,659421,0.0,0.0
T,Set1,17,32,0,649326,0.0,0.0
T,Set1,18,32,0,419022,0.0,0.0
T,Set1,19,32,1,632509,0.0,0.0
T,Set1,20,32,0,1069884,0.0,0.0
T,Set1,21,32,0,601771,0.0,0.0
T,Set1,22,32,0,557655,0.0,0.0
T,Set1,23,32,1,667898,0.0,0.0
T,Set1,24,32,0,575151,0.0,0.0
T,Set1,25,32,0,469824,0.0,0.0
T,Set1,26,32,0,680819,0.0,0.0
T,Set1,27,32,1,497186,0.0,0.0
T,Set1,28,32,0,724335,0.0,0.0
T,Set1,29,32,0,618673,0.0,0.0
T,Set1,30,32,27,586235,0.0,0.0
T,Set1,31,32,0,636966,0.0,0.0
T,Set1,33,32,0,430433,0.0,0.0
T,Set1,34,32,0,485391,0.0,0.0
T,Set1,35,32,0,675415,0.0,0.0
T,Set1,36,32,1,388948,0.0,0.0
T,Set1,37,32,0,714834,0.0,0.0
T,Set1,38,32,0,502888,0.0,0.0
T,Set1,39,32,0,746041,0.0,0.0
T,Set1,40,32,0,844512,0.0,0.0
T,Set1,41,32,1,701472,0.0,0.0
T,Set1,42,32,0,647029,0.0,0.0
T,Set1,43,32,1,764250,0.0,0.0
T,Set1,44,32,0,877203,0.0,0.0
T,Set1,45,32,0,657348,0.0,0.0
T,Set1,46,32,0,595681,0.0,0.0
T,Set1,47,32,0,698829,0.0,0.0
T,Set1,48,32,1,621626,0.0,0.0
T,Set2,01,32,0,740984,0.0,0.0
T,Set2,02,32,0,600903,0.0,0.0
T,Set2,03,32,0,822180,0.0,0.0
T,Set2,04,32,0,726253,0.0,0.0
T,Set2,05,32,2,635437,0.0,0.0
T,Set2,06,32,0,702965,0.0,0.0
T,Set2,07,32,0,675264,0.0,0.0
T,Set2,08,32,0,681144,0.0,0.0
T,Set2,09,32,0,436090,0.0,0.0
T,Set2,10,32,0,608769,0.0,0.0
T,Set2,11,32,0,604342,0.0,0.0
T,Set2,12,32,2,509207,0.0,0.0
T,Set2,13,32,0,684694,0.0,0.0
T,Set2,14,32,0,630317,0.0,0.0
T,Set2,15,32,1,713571,0.0,0.0
T,Set2,16,32,1,832532,0.0,0.0
T,Set2,17,32,0,723550,0.0,0.0
T,Set2,18,32,0,607535,0.0,0.0
T,Set2,19,32,1,698680,0.0,0.0
T,Set2,20,32,1,746124,0.0,0.0
T,Set2,21,32,0,662683,0.0,0.0
T,Set2,22,32,0,650959,0.0,0.0
T,Set2,23,32,0,533017,0.0,0.0
T,Set2,24,32,1,1028315,0.0,0.0
T,Set2,25,32,0,435456,0.0,0.0
T,Set2,26,32,0,583985,0.0,0.0
T,Set2,27,32,0,686104,0.0,0.0
T,Set2,28,32,0,636763,0.0,0.0
T,Set2,29,32,0,675368,0.0,0.0
T,Set2,30,32,36,614920,0.01,0.01
T,Set2,31,32,0,508552,0.0,0.0
T,Set2,33,32,1,731377,0.0,0.0
T,Set2,34,32,1,666456,0.0,0.0
T,Set2,35,32,0,695550,0.0,0.0
T,Set2,36,32,0,533522,0.0,0.0
T,Set2,37,32,0,607904,0.0,0.0
T,Set2,38,32,0,590492,0.0,0.0
T,Set2,39,32,0,693329,0.0,0.0
T,Set2,40,32,1,981346,0.0,0.0
T,Set2,41,32,0,682417,0.0,0.0
T,Set2,42,32,0,765278,0.0,0.0
T,Set2,43,32,2,880597,0.0,0.0
T,Set2,44,32,0,588955,0.0,0.0
T,Set2,45,32,0,504454,0.0,0.0
T,Set2,46,32,0,810745,0.0,0.0
T,Set2,47,32,2,729430,0.0,0.0
T,Set2,48,32,0,626537,0.0,0.0
T,Set3,01,32,0,522736,0.0,0.0
T,Set3,02,32,0,376922,0.0,0.0
T,Set3,03,32,0,471901,0.0,0.0
T,Set3,04,32,0,613745,0.0,0.0
T,Set3,05,32,1,471595,0.0,0.0
T,Set3,06,32,0,510063,0.0,0.0
T,Set3,07,32,0,322190,0.0,0.0
T,Set3,08,32,0,565743,0.0,0.0
T,Set3,09,32,0,535432,0.0,0.0
T,Set3,10,32,0,482710,0.0,0.0
T,Set3,11,32,0,402646,0.0,0.0
T,Set3,12,32,1,774122,0.0,0.0
T,Set3,13,32,0,356470,0.0,0.0
T,Set3,14,32,1,689051,0.0,0.0
T,Set3,15,32,2,755904,0.0,0.0
T,Set3,16,32,0,589942,0.0,0.0
T,Set3,17,32,0,481073,0.0,0.0
T,Set3,18,32,2,604560,0.0,0.0
T,Set3,19,32,0,709057,0.0,0.0
T,Set3,20,32,0,628477,0.0,0.0
T,Set3,21,32,0,480165,0.0,0.0
T,Set3,22,32,0,455809,0.0,0.0
T,Set3,23,32,0,600018,0.0,0.0
T,Set3,24,32,0,635161,0.0,0.0
T,Set3,25,32,0,284795,0.0,0.0
T,Set3,26,32,0,575463,0.0,0.0
T,Set3,27,32,0,450234,0.0,0.0
T,Set3,28,32,0,284717,0.0,0.0
T,Set3,29,32,0,407463,0.0,0.0
T,Set3,30,32,14,333803,0.0,0.0
T,Set3,31,32,0,626498,0.0,0.0
T,Set3,33,32,0,461972,0.0,0.0
T,Set3,34,32,0,572614,0.0,0.0
T,Set3,35,32,0,307460,0.0,0.0
T,Set3,36,32,0,396936,0.0,0.0
T,Set3,37,32,0,378078,0.0,0.0
T,Set3,38,32,0,443384,0.0,0.0
T,Set3,39,32,0,511738,0.0,0.0
T,Set3,40,32,0,673086,0.0,0.0
T,Set3,41,32,0,679858,0.0,0.0
T,Set3,42,32,0,406050,0.0,0.0
T,Set3,43,32,1,538908,0.0,0.0
T,Set3,44,32,0,426884,0.0,0.0
T,Set3,45,32,0,380410,0.0,0.0
T,Set3,46,32,0,521870,0.0,0.0
T,Set3,47,32,1,613812,0.0,0.0
T,Set3,48,32,0,698162,0.0,0.0
T,Set1,01,24,0,681223,0.0,0.0
T,Set1,02,24,0,559349,0.0,0.0
T,Set1,03,24,0,694455,0.0,0.0
T,Set1,04,24,0,584755,0.0,0.0
T,Set1,05,24,0,693708,0.0,0.0
T,Set1,06,24,0,652522,0.0,0.0
T,Set1,07,24,4,661860,0.0,0.0
T,Set1,08,24,0,697079,0.0,0.0
T,Set1,09,24,0,722325,0.0,0.0
T,Set1,10,24,0,819362,0.0,0.0
T,Set1,11,24,0,666345,0.0,0.0
T,Set1,12,24,0,508394,0.0,0.0
T,Set1,13,24,0,622116,0.0,0.0
T,Set1,14,24,0,666038,0.0,0.0
T,Set1,15,24,0,700503,0.0,0.0
T,Set1,16,24,0,659421,0.0,0.0
T,Set1,17,24,0,649326,0.0,0.0
T,Set1,18,24,0,419022,0.0,0.0
T,Set1,19,24,0,632509,0.0,0.0
T,Set1,20,24,1,1069884,0.0,0.0
T,Set1,21,24,0,601771,0.0,0.0
T,Set1,22,24,0,557655,0.0,0.0
T,Set1,23,24,1,667898,0.0,0.0
T,Set1,25,24,0,469824,0.0,0.0
T,Set1,26,24,0,680819,0.0,0.0
T,Set1,27,24,0,497186,0.0,0.0
T,Set1,28,24,1,724335,0.0,0.0
T,Set1,29,24,0,618673,0.0,0.0
T,Set1,30,24,0,586235,0.0,0.0
T,Set1,31,24,0,636966,0.0,0.0
T,Set1,32,24,0,823799,0.0,0.0
T,Set1,33,24,0,430433,0.0,0.0
T,Set1,34,24,0,485391,0.0,0.0
T,Set1,35,24,181,675415,0.03,0.03
T,Set1,36,24,0,388948,0.0,0.0
T,Set1,37,24,0,714834,0.0,0.0
T,Set1,38,24,0,502888,0.0,0.0
T,Set1,39,24,0,746041,0.0,0.0
T,Set1,40,24,1,844512,0.0,0.0
T,Set1,41,24,0,701472,0.0,0.0
T,Set1,42,24,0,647029,0.0,0.0
T,Set1,43,24,1,764250,0.0,0.0
T,Set1,44,24,0,877203,0.0,0.0
T,Set1,45,24,0,657348,0.0,0.0
T,Set1,46,24,0,595681,0.0,0.0
T,Set1,47,24,0,698829,0.0,0.0
T,Set1,48,24,0,621626,0.0,0.0
T,Set2,01,24,0,740984,0.0,0.0
T,Set2,02,24,0,600903,0.0,0.0
T,Set2,03,24,0,822180,0.0,0.0
T,Set2,04,24,0,726253,0.0,0.0
T,Set2,05,24,0,635437,0.0,0.0
T,Set2,06,24,1,702965,0.0,0.0
T,Set2,07,24,8,675264,0.0,0.0
T,Set2,08,24,0,681144,0.0,0.0
T,Set2,09,24,0,436090,0.0,0.0
T,Set2,10,24,0,608769,0.0,0.0
T,Set2,11,24,0,604342,0.0,0.0
T,Set2,12,24,0,509207,0.0,0.0
T,Set2,13,24,0,684694,0.0,0.0
T,Set2,14,24,1,630317,0.0,0.0
T,Set2,15,24,0,713571,0.0,0.0
T,Set2,16,24,3,832532,0.0,0.0
T,Set2,17,24,0,723550,0.0,0.0
T,Set2,18,24,0,607535,0.0,0.0
T,Set2,19,24,0,698680,0.0,0.0
T,Set2,20,24,0,746124,0.0,0.0
T,Set2,21,24,0,662683,0.0,0.0
T,Set2,22,24,0,650959,0.0,0.0
T,Set2,23,24,0,533017,0.0,0.0
T,Set2,25,24,0,435456,0.0,0.0
T,Set2,26,24,0,583985,0.0,0.0
T,Set2,27,24,0,686104,0.0,0.0
T,Set2,28,24,0,636763,0.0,0.0
T,Set2,29,24,1,675368,0.0,0.0
T,Set2,30,24,1,614920,0.0,0.0
T,Set2,31,24,0,508552,0.0,0.0
T,Set2,32,24,1,624430,0.0,0.0
T,Set2,33,24,0,731377,0.0,0.0
T,Set2,34,24,0,666456,0.0,0.0
T,Set2,35,24,186,695550,0.03,0.03
T,Set2,36,24,0,533522,0.0,0.0
T,Set2,37,24,0,607904,0.0,0.0
T,Set2,38,24,0,590492,0.0,0.0
T,Set2,39,24,0,693329,0.0,0.0
T,Set2,40,24,1,981346,0.0,0.0
T,Set2,41,24,0,682417,0.0,0.0
T,Set2,42,24,0,765278,0.0,0.0
T,Set2,43,24,0,880597,0.0,0.0
T,Set2,44,24,0,588955,0.0,0.0
T,Set2,45,24,0,504454,0.0,0.0
T,Set2,46,24,0,810745,0.0,0.0
T,Set2,47,24,0,729430,0.0,0.0
T,Set2,48,24,0,626537,0.0,0.0
T,Set3,01,24,0,522736,0.0,0.0
T,Set3,02,24,0,376922,0.0,0.0
